Indicator,ReporterCode,ReporterISO3A,Reporter,ProductCode,Product,Year,Value
Export,686,SEN,Senegal,MIFU,Fuels,2019,832
Export,608,PHL,Philippines,MIFU,Fuels,2019,1047
Export,124,CAN,Canada,MIFU,Fuels,2019,98601
Export,276,DEU,Germany,MIFU,Fuels,2019,37714
Export,388,JAM,Jamaica,MIFU,Fuels,2019,300
Export,705,SVN,Slovenia,MIFU,Fuels,2019,2352
Export,418,LAO,Lao People's Democratic Republic,MIFU,Fuels,2020,1690
Export,360,IDN,Indonesia,MIFU,Fuels,2020,25574
Export,480,MUS,Mauritius,MIFU,Fuels,2020,4
Export,504,MAR,Morocco,MIFU,Fuels,2020,133
Export,180,COD,Democratic Republic of the Congo,MIFU,Fuels,2020,69
Export,258,PYF,French Polynesia,MIFU,Fuels,2020,0
Export,384,CIV,Côte d'Ivoire,MIFU,Fuels,2020,1276
Export,008,ALB,Albania,MIFU,Fuels,2020,207
Export,072,BWA,Botswana,MIFU,Fuels,2020,17
Export,124,CAN,Canada,MIFU,Fuels,2020,68984
Export,116,KHM,Cambodia,MIFU,Fuels,2020,0
Export,208,DNK,Denmark,MIFU,Fuels,2020,3106
Export,626,TLS,Timor-Leste,MIFU,Fuels,2020,234
Export,178,COG,Congo,MIFU,Fuels,2019,4680
Export,752,SWE,Sweden,MIFU,Fuels,2020,7564
Export,524,NPL,Nepal,MIFU,Fuels,2020,0
Export,068,BOL,"Bolivia, Plurinational State of",MIFU,Fuels,2020,2038
Export,348,HUN,Hungary,MIFU,Fuels,2020,3060
Export,710,ZAF,South Africa,MIFU,Fuels,2019,8767
Export,702,SGP,Singapore,MIFU,Fuels,2020,30320
Export,458,MYS,Malaysia,MIFU,Fuels,2019,34456
Export,060,BMU,Bermuda,MIFU,Fuels,2020,0
Export,076,BRA,Brazil,MIFU,Fuels,2020,24873
Export,108,BDI,Burundi,MIFU,Fuels,2020,3
Export,214,DOM,Dominican Republic,MIFU,Fuels,2020,185
Export,203,CZE,Czech Republic,MIFU,Fuels,2020,2407
Export,626,TLS,Timor-Leste,MIFU,Fuels,2019,118
Export,892,SRB,Serbia,MIFU,Fuels,2019,525
Export,818,EGY,Egypt,MIFU,Fuels,2020,4724
Export,000,,World,MIFU,Fuels,2020,1572747
Export,246,FIN,Finland,MIFU,Fuels,2020,4907
Export,417,KGZ,Kyrgyz Republic,MIFU,Fuels,2020,82
Export,288,GHA,Ghana,MIFU,Fuels,2020,1364
Export,031,AZE,Azerbaijan,MIFU,Fuels,2020,11981
Export,690,SYC,Seychelles,MIFU,Fuels,2020,24
Export,498,MDA,"Moldova, Republic of",MIFU,Fuels,2019,10
Export,434,LBY,Libya,MIFU,Fuels,2020,5711
Export,428,LVA,Latvia,MIFU,Fuels,2020,581
Export,084,BLZ,Belize,MIFU,Fuels,2020,6
Export,818,EGY,Egypt,MIFU,Fuels,2019,8115
Export,882,WSM,Samoa,MIFU,Fuels,2019,12
Export,662,LCA,Saint Lucia,MIFU,Fuels,2019,3
Export,524,NPL,Nepal,MIFU,Fuels,2019,0
Export,320,GTM,Guatemala,MIFU,Fuels,2019,514
Export,400,JOR,Jordan,MIFU,Fuels,2019,177
Export,410,KOR,"Korea, Republic of",MIFU,Fuels,2019,42179
Export,051,ARM,Armenia,MIFU,Fuels,2020,74
Export,804,UKR,Ukraine,MIFU,Fuels,2020,556
Export,152,CHL,Chile,MIFU,Fuels,2020,508
Export,266,GAB,Gabon,MIFU,Fuels,2020,2875
Export,040,AUT,Austria,MIFU,Fuels,2020,3226
Export,300,GRC,Greece,MIFU,Fuels,2020,7698
Export,178,COG,Congo,MIFU,Fuels,2020,2125
Export,716,ZWE,Zimbabwe,MIFU,Fuels,2020,48
Export,724,ESP,Spain,MIFU,Fuels,2020,14099
Export,554,NZL,New Zealand,MIFU,Fuels,2020,292
Export,586,PAK,Pakistan,MIFU,Fuels,2020,192
Export,784,ARE,United Arab Emirates,MIFU,Fuels,2020,173330
Export,024,AGO,Angola,MIFU,Fuels,2020,20361
Export,218,ECU,Ecuador,MIFU,Fuels,2020,5304
Export,533,ABW,"Aruba, the Netherlands with respect to",MIFU,Fuels,2020,30
Export,196,CYP,Cyprus,MIFU,Fuels,2020,495
Export,340,HND,Honduras,MIFU,Fuels,2020,0
Export,048,BHR,"Bahrain, Kingdom of",MIFU,Fuels,2020,5938
Export,231,ETH,Ethiopia,MIFU,Fuels,2020,0
Export,860,UZB,Uzbekistan,MIFU,Fuels,2019,2466
Export,222,SLV,El Salvador,MIFU,Fuels,2019,199
Export,558,NIC,Nicaragua,MIFU,Fuels,2019,16
Export,426,LSO,Lesotho,MIFU,Fuels,2019,0
Export,380,ITA,Italy,MIFU,Fuels,2019,18132
Export,242,FJI,Fiji,MIFU,Fuels,2019,213
Export,428,LVA,Latvia,MIFU,Fuels,2019,714
Export,528,NLD,Netherlands,MIFU,Fuels,2019,90919
Export,344,HKG,"Hong Kong, China",MIFU,Fuels,2020,475
Export,000,,World,MIFU,Fuels,2019,2364889
Export,032,ARG,Argentina,MIFU,Fuels,2020,1470
Export,792,TUR,Turkey,MIFU,Fuels,2020,4568
Export,516,NAM,Namibia,MIFU,Fuels,2020,72
Export,191,HRV,Croatia,MIFU,Fuels,2020,1541
Export,120,CMR,Cameroon,MIFU,Fuels,2020,1513
Export,659,KNA,Saint Kitts and Nevis,MIFU,Fuels,2020,0
Export,762,TJK,Tajikistan,MIFU,Fuels,2020,56
Export,620,PRT,Portugal,MIFU,Fuels,2020,2852
Export,440,LTU,Lithuania,MIFU,Fuels,2020,2387
Export,484,MEX,Mexico,MIFU,Fuels,2020,16023
Export,132,CPV,Cabo Verde,MIFU,Fuels,2020,0
Export,320,GTM,Guatemala,MIFU,Fuels,2020,275
Export,188,CRI,Costa Rica,MIFU,Fuels,2020,2
Export,458,MYS,Malaysia,MIFU,Fuels,2020,26442
Export,562,NER,Niger,MIFU,Fuels,2020,183
Export,174,COM,Comoros,MIFU,Fuels,2020,0
Export,400,JOR,Jordan,MIFU,Fuels,2020,97
Export,250,FRA,France,MIFU,Fuels,2020,9996
Export,170,COL,Colombia,MIFU,Fuels,2019,21599
Export,068,BOL,"Bolivia, Plurinational State of",MIFU,Fuels,2019,2824
Export,116,KHM,Cambodia,MIFU,Fuels,2019,0
Export,508,MOZ,Mozambique,MIFU,Fuels,2020,1259
Export,740,SUR,Suriname,MIFU,Fuels,2020,4
Export,012,DZA,Algeria,MIFU,Fuels,2020,19516
Export,158,CHT,Chinese Taipei,MIFU,Fuels,2019,12930
Export,140,CAF,Central African Republic,MIFU,Fuels,2020,0
Export,356,IND,India,MIFU,Fuels,2019,44532
Export,807,MKD,North Macedonia,MIFU,Fuels,2019,147
Export,434,LBY,Libya,MIFU,Fuels,2019,24197
Export,372,IRL,Ireland,MIFU,Fuels,2019,1202
Export,508,MOZ,Mozambique,MIFU,Fuels,2019,2001
Export,440,LTU,Lithuania,MIFU,Fuels,2019,4492
Export,484,MEX,Mexico,MIFU,Fuels,2019,24512
Export,496,MNG,Mongolia,MIFU,Fuels,2019,3485
Export,894,ZMB,Zambia,MIFU,Fuels,2019,76
Export,724,ESP,Spain,MIFU,Fuels,2019,23471
Export,703,SVK,Slovak Republic,MIFU,Fuels,2019,2554
Export,608,PHL,Philippines,MIFU,Fuels,2020,695
Export,566,NGA,Nigeria,MIFU,Fuels,2020,30957
Export,040,AUT,Austria,MIFU,Fuels,2019,4019
Export,156,CHN,China,MIFU,Fuels,2020,32117
Export,498,MDA,"Moldova, Republic of",MIFU,Fuels,2020,14
Export,703,SVK,Slovak Republic,MIFU,Fuels,2020,2081
Export,270,GMB,The Gambia,MIFU,Fuels,2020,0
Export,356,IND,India,MIFU,Fuels,2020,27633
Export,634,QAT,Qatar,MIFU,Fuels,2020,42138
Export,324,GIN,Guinea,MIFU,Fuels,2020,26
Export,372,IRL,Ireland,MIFU,Fuels,2020,902
Export,478,MRT,Mauritania,MIFU,Fuels,2020,10
Export,682,SAU,"Saudi Arabia, Kingdom of",MIFU,Fuels,2020,119359
Export,364,IRN,Iran,MIFU,Fuels,2020,7656
Export,036,AUS,Australia,MIFU,Fuels,2020,61251
Export,414,KWT,"Kuwait, the State of",MIFU,Fuels,2020,35847
Export,764,THA,Thailand,MIFU,Fuels,2020,6185
Export,100,BGR,Bulgaria,MIFU,Fuels,2020,1441
Export,104,MMR,Myanmar,MIFU,Fuels,2020,3427
Export,450,MDG,Madagascar,MIFU,Fuels,2020,19
Export,352,ISL,Iceland,MIFU,Fuels,2020,33
Export,112,BLR,Belarus,MIFU,Fuels,2020,3680
Export,222,SLV,El Salvador,MIFU,Fuels,2020,158
Export,268,GEO,Georgia,MIFU,Fuels,2020,16
Export,616,POL,Poland,MIFU,Fuels,2020,4126
Export,643,RUS,Russian Federation,MIFU,Fuels,2020,141917
Export,800,UGA,Uganda,MIFU,Fuels,2020,99
Export,705,SVN,Slovenia,MIFU,Fuels,2020,1503
Export,056,BEL,Belgium,MIFU,Fuels,2020,24830
Export,422,LBN,Lebanese Republic,MIFU,Fuels,2020,12
Export,642,ROM,Romania,MIFU,Fuels,2020,1803
Export,158,CHT,Chinese Taipei,MIFU,Fuels,2020,6265
Export,442,LUX,Luxembourg,MIFU,Fuels,2020,11
Export,710,ZAF,South Africa,MIFU,Fuels,2020,6894
Export,756,CHE,Switzerland,MIFU,Fuels,2020,1944
Export,032,ARG,Argentina,MIFU,Fuels,2019,2343
Export,233,EST,Estonia,MIFU,Fuels,2020,1783
Export,380,ITA,Italy,MIFU,Fuels,2020,10753
Export,051,ARM,Armenia,MIFU,Fuels,2019,69
Export,426,LSO,Lesotho,MIFU,Fuels,2020,0
Export,170,COL,Colombia,MIFU,Fuels,2020,12906
Export,768,TGO,Togo,MIFU,Fuels,2020,60
Export,748,SWZ,Eswatini,MIFU,Fuels,2020,20
Export,376,ISR,Israel,MIFU,Fuels,2020,1283
Export,604,PER,Peru,MIFU,Fuels,2020,1464
Export,070,BIH,Bosnia and Herzegovina,MIFU,Fuels,2020,415
Export,204,BEN,Benin,MIFU,Fuels,2020,38
Export,446,MAC,"Macao, China",MIFU,Fuels,2020,0
Export,704,VNM,Viet Nam,MIFU,Fuels,2020,2669
Export,096,BRN,Brunei Darussalam,MIFU,Fuels,2020,5387
Export,404,KEN,Kenya,MIFU,Fuels,2020,406
Export,348,HUN,Hungary,MIFU,Fuels,2019,4227
Export,752,SWE,Sweden,MIFU,Fuels,2019,10974
Export,642,ROM,Romania,MIFU,Fuels,2019,3127
Export,360,IDN,Indonesia,MIFU,Fuels,2019,34103
Export,894,ZMB,Zambia,MIFU,Fuels,2020,123
Export,112,BLR,Belarus,MIFU,Fuels,2019,6821
Export,422,LBN,Lebanese Republic,MIFU,Fuels,2019,54
Export,716,ZWE,Zimbabwe,MIFU,Fuels,2019,48
Export,554,NZL,New Zealand,MIFU,Fuels,2019,575
Export,784,ARE,United Arab Emirates,MIFU,Fuels,2019,213021
Export,442,LUX,Luxembourg,MIFU,Fuels,2019,14
Export,562,NER,Niger,MIFU,Fuels,2019,219
Export,826,GBR,United Kingdom,MIFU,Fuels,2019,39929
Export,586,PAK,Pakistan,MIFU,Fuels,2019,372
Export,670,VCT,Saint Vincent and the Grenadines,MIFU,Fuels,2019,0
Export,826,GBR,United Kingdom,MIFU,Fuels,2020,26151
Export,328,GUY,Guyana,MIFU,Fuels,2019,1
Export,368,IRQ,Iraq,MIFU,Fuels,2019,80027
Export,646,RWA,Rwanda,MIFU,Fuels,2019,150
Export,418,LAO,Lao People's Democratic Republic,MIFU,Fuels,2019,1347
Export,100,BGR,Bulgaria,MIFU,Fuels,2019,3084
Export,634,QAT,Qatar,MIFU,Fuels,2019,62602
Export,616,POL,Poland,MIFU,Fuels,2019,5889
Export,643,RUS,Russian Federation,MIFU,Fuels,2019,221689
Export,480,MUS,Mauritius,MIFU,Fuels,2019,18
Export,504,MAR,Morocco,MIFU,Fuels,2019,443
Export,918,EEC,European Union,MIFU,Fuels,2019,303805
Export,840,USA,United States of America,MIFU,Fuels,2019,199591
Export,702,SGP,Singapore,MIFU,Fuels,2019,47868
Export,854,BFA,Burkina Faso,MIFU,Fuels,2019,20
Export,180,COD,Democratic Republic of the Congo,MIFU,Fuels,2019,150
Export,384,CIV,Côte d'Ivoire,MIFU,Fuels,2019,2136
Export,144,LKA,Sri Lanka,MIFU,Fuels,2019,337
Export,736,SDN,Sudan,MIFU,Fuels,2019,391
Export,108,BDI,Burundi,MIFU,Fuels,2019,5
Export,659,KNA,Saint Kitts and Nevis,MIFU,Fuels,2019,0
Export,324,GIN,Guinea,MIFU,Fuels,2019,82
Export,882,WSM,Samoa,MIFU,Fuels,2020,11
Export,052,BRB,Barbados,MIFU,Fuels,2020,92
Export,144,LKA,Sri Lanka,MIFU,Fuels,2020,272
Export,276,DEU,Germany,MIFU,Fuels,2020,27712
Export,308,GRD,Grenada,MIFU,Fuels,2020,0
Export,392,JPN,Japan,MIFU,Fuels,2020,7627
Export,454,MWI,Malawi,MIFU,Fuels,2020,1
Export,578,NOR,Norway,MIFU,Fuels,2020,40587
Export,052,BRB,Barbados,MIFU,Fuels,2019,127
Export,470,MLT,Malta,MIFU,Fuels,2020,88
Export,600,PRY,Paraguay,MIFU,Fuels,2020,1737
Export,070,BIH,Bosnia and Herzegovina,MIFU,Fuels,2019,532
Export,096,BRN,Brunei Darussalam,MIFU,Fuels,2019,6412
Export,528,NLD,Netherlands,MIFU,Fuels,2020,59246
Export,686,SEN,Senegal,MIFU,Fuels,2020,628
Export,104,MMR,Myanmar,MIFU,Fuels,2019,4470
Export,858,URY,Uruguay,MIFU,Fuels,2019,83
Export,214,DOM,Dominican Republic,MIFU,Fuels,2019,489
Export,800,UGA,Uganda,MIFU,Fuels,2019,177
Export,048,BHR,"Bahrain, Kingdom of",MIFU,Fuels,2019,9895
Export,231,ETH,Ethiopia,MIFU,Fuels,2019,0
Export,450,MDG,Madagascar,MIFU,Fuels,2019,79
Export,404,KEN,Kenya,MIFU,Fuels,2019,452
Export,344,HKG,"Hong Kong, China",MIFU,Fuels,2019,626
Export,218,ECU,Ecuador,MIFU,Fuels,2019,8746
Export,152,CHL,Chile,MIFU,Fuels,2019,602
Export,266,GAB,Gabon,MIFU,Fuels,2019,4767
Export,417,KGZ,Kyrgyz Republic,MIFU,Fuels,2019,120
Export,246,FIN,Finland,MIFU,Fuels,2019,6924
Export,376,ISR,Israel,MIFU,Fuels,2019,1201
Export,604,PER,Peru,MIFU,Fuels,2019,3169
Export,620,PRT,Portugal,MIFU,Fuels,2019,4152
Export,704,VNM,Viet Nam,MIFU,Fuels,2019,3644
Export,768,TGO,Togo,MIFU,Fuels,2019,173
Export,893,MNE,Montenegro,MIFU,Fuels,2019,99
Export,516,NAM,Namibia,MIFU,Fuels,2019,43
Export,072,BWA,Botswana,MIFU,Fuels,2019,15
Export,056,BEL,Belgium,MIFU,Fuels,2019,36754
Export,410,KOR,"Korea, Republic of",MIFU,Fuels,2020,25399
Export,004,AFG,Afghanistan,MIFU,Fuels,2019,70
Export,031,AZE,Azerbaijan,MIFU,Fuels,2019,17800
Export,036,AUS,Australia,MIFU,Fuels,2019,87819
Export,008,ALB,Albania,MIFU,Fuels,2019,301
Export,084,BLZ,Belize,MIFU,Fuels,2019,22
Export,028,ATG,Antigua and Barbuda,MIFU,Fuels,2019,4
Export,512,OMN,Oman,MIFU,Fuels,2019,24352
Export,690,SYC,Seychelles,MIFU,Fuels,2019,88
Export,328,GUY,Guyana,MIFU,Fuels,2020,1112
Export,776,TON,Tonga,MIFU,Fuels,2019,0
Export,120,CMR,Cameroon,MIFU,Fuels,2019,2138
Export,558,NIC,Nicaragua,MIFU,Fuels,2020,22
Export,780,TTO,Trinidad and Tobago,MIFU,Fuels,2019,4014
Export,304,GRL,Greenland,MIFU,Fuels,2019,0
Export,887,YEM,Yemen,MIFU,Fuels,2019,1038
Export,834,TZA,Tanzania,MIFU,Fuels,2020,9
Export,694,SLE,Sierra Leone,MIFU,Fuels,2019,5
Export,862,VEN,"Venezuela, Bolivarian Republic of",MIFU,Fuels,2020,3582
Export,591,PAN,Panama,MIFU,Fuels,2019,2
Export,296,KIR,Kiribati,MIFU,Fuels,2019,0
Export,740,SUR,Suriname,MIFU,Fuels,2019,59
Export,760,SYR,Syrian Arab Republic,MIFU,Fuels,2019,0
Export,398,KAZ,Kazakhstan,MIFU,Fuels,2019,38319
Export,858,URY,Uruguay,MIFU,Fuels,2020,85
Export,834,TZA,Tanzania,MIFU,Fuels,2019,35
Export,024,AGO,Angola,MIFU,Fuels,2019,33068
Export,887,YEM,Yemen,MIFU,Fuels,2020,753
Export,862,VEN,"Venezuela, Bolivarian Republic of",MIFU,Fuels,2019,16061
Export,140,CAF,Central African Republic,MIFU,Fuels,2019,0
Export,533,ABW,"Aruba, the Netherlands with respect to",MIFU,Fuels,2019,50
Export,012,DZA,Algeria,MIFU,Fuels,2019,33551
Export,050,BGD,Bangladesh,MIFU,Fuels,2019,20
Export,466,MLI,Mali,MIFU,Fuels,2019,0
Export,044,BHS,Bahamas,MIFU,Fuels,2019,80
Export,540,NCL,New Caledonia,MIFU,Fuels,2019,0
Export,258,PYF,French Polynesia,MIFU,Fuels,2019,0
Export,398,KAZ,Kazakhstan,MIFU,Fuels,2020,26849
Export,591,PAN,Panama,MIFU,Fuels,2020,1
Export,760,SYR,Syrian Arab Republic,MIFU,Fuels,2020,0
Export,764,THA,Thailand,MIFU,Fuels,2019,8491
Export,304,GRL,Greenland,MIFU,Fuels,2020,0
Export,682,SAU,"Saudi Arabia, Kingdom of",MIFU,Fuels,2019,200487
Export,388,JAM,Jamaica,MIFU,Fuels,2020,123
Export,694,SLE,Sierra Leone,MIFU,Fuels,2020,0
Export,736,SDN,Sudan,MIFU,Fuels,2020,160
Export,050,BGD,Bangladesh,MIFU,Fuels,2020,24
Export,496,MNG,Mongolia,MIFU,Fuels,2020,2148
Export,296,KIR,Kiribati,MIFU,Fuels,2020,0
Export,670,VCT,Saint Vincent and the Grenadines,MIFU,Fuels,2020,0
Export,566,NGA,Nigeria,MIFU,Fuels,2019,46669
Export,204,BEN,Benin,MIFU,Fuels,2019,26
Export,446,MAC,"Macao, China",MIFU,Fuels,2019,0
Export,780,TTO,Trinidad and Tobago,MIFU,Fuels,2020,2714
Export,470,MLT,Malta,MIFU,Fuels,2019,430
Export,270,GMB,The Gambia,MIFU,Fuels,2019,12
Export,308,GRD,Grenada,MIFU,Fuels,2019,0
Export,392,JPN,Japan,MIFU,Fuels,2019,14011
Export,454,MWI,Malawi,MIFU,Fuels,2019,0
Export,578,NOR,Norway,MIFU,Fuels,2019,58244
Export,268,GEO,Georgia,MIFU,Fuels,2019,25
Export,540,NCL,New Caledonia,MIFU,Fuels,2020,0
Export,466,MLI,Mali,MIFU,Fuels,2020,39
Export,512,OMN,Oman,MIFU,Fuels,2020,17913
Export,044,BHS,Bahamas,MIFU,Fuels,2020,89
Export,028,ATG,Antigua and Barbuda,MIFU,Fuels,2020,4
Export,662,LCA,Saint Lucia,MIFU,Fuels,2020,2
Export,242,FJI,Fiji,MIFU,Fuels,2020,104
Export,776,TON,Tonga,MIFU,Fuels,2020,0
Export,788,TUN,Tunisia,MIFU,Fuels,2020,371
Export,646,RWA,Rwanda,MIFU,Fuels,2020,105
Export,368,IRQ,Iraq,MIFU,Fuels,2020,41571
Export,004,AFG,Afghanistan,MIFU,Fuels,2020,26
Export,462,MDV,Maldives,MIFU,Fuels,2020,0
Export,854,BFA,Burkina Faso,MIFU,Fuels,2020,13
Export,060,BMU,Bermuda,MIFU,Fuels,2019,0
Export,288,GHA,Ghana,MIFU,Fuels,2019,5316
Export,250,FRA,France,MIFU,Fuels,2019,17581
Export,188,CRI,Costa Rica,MIFU,Fuels,2019,2
Export,893,MNE,Montenegro,MIFU,Fuels,2020,68
Export,132,CPV,Cabo Verde,MIFU,Fuels,2019,0
Export,807,MKD,North Macedonia,MIFU,Fuels,2020,94
Export,860,UZB,Uzbekistan,MIFU,Fuels,2020,785
Export,203,CZE,Czech Republic,MIFU,Fuels,2019,3674
Export,414,KWT,"Kuwait, the State of",MIFU,Fuels,2019,58689
Export,300,GRC,Greece,MIFU,Fuels,2019,11943
Export,174,COM,Comoros,MIFU,Fuels,2019,0
Export,364,IRN,Iran,MIFU,Fuels,2019,19402
Export,233,EST,Estonia,MIFU,Fuels,2019,1888
Export,191,HRV,Croatia,MIFU,Fuels,2019,1671
Export,156,CHN,China,MIFU,Fuels,2019,47034
Export,352,ISL,Iceland,MIFU,Fuels,2019,83
Export,762,TJK,Tajikistan,MIFU,Fuels,2019,36
Export,196,CYP,Cyprus,MIFU,Fuels,2019,728
Export,788,TUN,Tunisia,MIFU,Fuels,2019,825
Export,340,HND,Honduras,MIFU,Fuels,2019,0
Export,748,SWZ,Eswatini,MIFU,Fuels,2019,17
Export,840,USA,United States of America,MIFU,Fuels,2020,154965
Export,918,EEC,European Union,MIFU,Fuels,2020,200197
Export,892,SRB,Serbia,MIFU,Fuels,2020,449
Export,792,TUR,Turkey,TO,Total merchandise,2020,169651
Export,036,AUS,Australia,TO,Total merchandise,2020,250578
Export,982,,BRICS members,TO,Total merchandise,2020,3494462
Export,666,SPM,Saint Pierre and Miquelon,TO,Total merchandise,2020,5
Export,807,MKD,North Macedonia,TO,Total merchandise,2020,6635
Export,052,BRB,Barbados,TO,Total merchandise,2020,345
Export,144,LKA,Sri Lanka,TO,Total merchandise,2020,10047
Export,458,MYS,Malaysia,TO,Total merchandise,2020,234127
Export,600,PRY,Paraguay,TO,Total merchandise,2020,8529
Export,756,CHE,Switzerland,TO,Total merchandise,2020,319318
Export,534,SXM,Saint Martin,TO,Total merchandise,2020,134
Export,288,GHA,Ghana,TO,Total merchandise,2020,14472
Export,736,SDN,Sudan,TO,Total merchandise,2020,3803
Export,276,DEU,Germany,TO,Total merchandise,2020,1380647
Export,388,JAM,Jamaica,TO,Total merchandise,2020,1219
Export,LMX,,LDC exporters of manufactures,TO,Total merchandise,2020,55273
Export,662,LCA,Saint Lucia,TO,Total merchandise,2020,55
Export,946,,G-7 (Group of Seven),TO,Total merchandise,2020,5233348
Export,158,CHT,Chinese Taipei,TO,Total merchandise,2020,347193
Export,012,DZA,Algeria,TO,Total merchandise,2020,21617
Export,548,VUT,Vanuatu,TO,Total merchandise,2020,46
Export,620,PRT,Portugal,TO,Total merchandise,2020,61531
Export,OAS,,Other Asia,TO,Total merchandise,2020,1112477
Export,642,ROM,Romania,TO,Total merchandise,2020,70721
Export,598,PNG,Papua New Guinea,TO,Total merchandise,2020,9229
Export,646,RWA,Rwanda,TO,Total merchandise,2020,1408
Export,950,,Africa,TO,Total merchandise,2020,386332
Export,032,ARG,Argentina,TO,Total merchandise,2020,54884
Export,470,MLT,Malta,TO,Total merchandise,2020,2680
Export,927,,Euro Area (19),TO,Total merchandise,2020,4493908
Export,893,MNE,Montenegro,TO,Total merchandise,2020,419
Export,231,ETH,Ethiopia,TO,Total merchandise,2020,3258
Export,724,ESP,Spain,TO,Total merchandise,2020,307015
Export,OAF,,Other Africa,TO,Total merchandise,2020,300498
Export,949,,Six East Asian traders,TO,Total merchandise,2020,2236594
Export,540,NCL,New Caledonia,TO,Total merchandise,2020,1665
Export,705,SVN,Slovenia,TO,Total merchandise,2020,44797
Export,203,CZE,Czech Republic,TO,Total merchandise,2020,192057
Export,918,EEC,European Union,TO,Total merchandise,2020,5461710
Export,624,GNB,Guinea-Bissau,TO,Total merchandise,2020,198
Export,064,BTN,Bhutan,TO,Total merchandise,2020,651
Export,480,MUS,Mauritius,TO,Total merchandise,2020,1791
Export,504,MAR,Morocco,TO,Total merchandise,2020,27159
Export,090,SLB,Solomon Islands,TO,Total merchandise,2020,366
Export,340,HND,Honduras,TO,Total merchandise,2020,7683
Export,296,KIR,Kiribati,TO,Total merchandise,2020,9
Export,212,DMA,Dominica,TO,Total merchandise,2020,14
Export,422,LBN,Lebanese Republic,TO,Total merchandise,2020,4085
Export,941,,Caribbean Community (CARICOM),TO,Total merchandise,2020,13300
Export,905,,Europe,TO,Total merchandise,2020,6530566
Export,364,IRN,Iran,TO,Total merchandise,2020,53543
Export,634,QAT,Qatar,TO,Total merchandise,2020,51504
Export,892,SRB,Serbia,TO,Total merchandise,2020,19498
Export,964,,Central African Economic and Monetary Community (CAEMC),TO,Total merchandise,2020,17576
Export,OCI,,Other CIS,TO,Total merchandise,2020,120220
Export,604,PER,Peru,TO,Total merchandise,2020,42411
Export,376,ISR,Israel,TO,Total merchandise,2020,49763
Export,100,BGR,Bulgaria,TO,Total merchandise,2020,31907
Export,834,TZA,Tanzania,TO,Total merchandise,2020,6061
Export,762,TJK,Tajikistan,TO,Total merchandise,2020,1407
Export,818,EGY,Egypt,TO,Total merchandise,2020,26630
Export,882,WSM,Samoa,TO,Total merchandise,2020,37
Export,LAX,,LDC exporters of agriculture,TO,Total merchandise,2020,20197
Export,008,ALB,Albania,TO,Total merchandise,2020,2506
Export,372,IRL,Ireland,TO,Total merchandise,2020,179772
Export,466,MLI,Mali,TO,Total merchandise,2020,3923
Export,250,FRA,France,TO,Total merchandise,2020,488372
Export,948,,Four East Asian traders,TO,Total merchandise,2020,1770998
Export,OWE,,Non-EU western Europe,TO,Total merchandise,2020,815363
Export,965,,Middle East,TO,Total merchandise,2020,791878
Export,931,,North America,TO,Total merchandise,2020,2239896
Export,270,GMB,The Gambia,TO,Total merchandise,2020,61
Export,356,IND,India,TO,Total merchandise,2020,276302
Export,478,MRT,Mauritania,TO,Total merchandise,2020,2830
Export,410,KOR,"Korea, Republic of",TO,Total merchandise,2020,512498
Export,132,CPV,Cabo Verde,TO,Total merchandise,2020,53
Export,682,SAU,"Saudi Arabia, Kingdom of",TO,Total merchandise,2020,173854
Export,966,,Gulf Cooperation Council (GCC),TO,Total merchandise,2020,630503
Export,218,ECU,Ecuador,TO,Total merchandise,2020,20227
Export,304,GRL,Greenland,TO,Total merchandise,2020,766
Export,562,NER,Niger,TO,Total merchandise,2020,998
Export,970,,Asia,TO,Total merchandise,2020,6680814
Export,188,CRI,Costa Rica,TO,Total merchandise,2020,12174
Export,056,BEL,Belgium,TO,Total merchandise,2020,419892
Export,LOX,,LDC oil exporters,TO,Total merchandise,2020,46546
Export,050,BGD,Bangladesh,TO,Total merchandise,2020,33605
Export,044,BHS,Bahamas,TO,Total merchandise,2020,354
Export,320,GTM,Guatemala,TO,Total merchandise,2020,11521
Export,524,NPL,Nepal,TO,Total merchandise,2020,856
Export,222,SLV,El Salvador,TO,Total merchandise,2020,5044
Export,112,BLR,Belarus,TO,Total merchandise,2020,29034
Export,616,POL,Poland,TO,Total merchandise,2020,271059
Export,643,RUS,Russian Federation,TO,Total merchandise,2020,332227
Export,703,SVK,Slovak Republic,TO,Total merchandise,2020,86104
Export,156,CHN,China,TO,Total merchandise,2020,2590221
Export,332,HTI,Haiti,TO,Total merchandise,2020,721
Export,958,,Common Market for Eastern and Southern Africa (COMESA),TO,Total merchandise,2020,103871
Export,060,BMU,Bermuda,TO,Total merchandise,2020,11
Export,076,BRA,Brazil,TO,Total merchandise,2020,209878
Export,108,BDI,Burundi,TO,Total merchandise,2020,162
Export,068,BOL,"Bolivia, Plurinational State of",TO,Total merchandise,2020,7015
Export,608,PHL,Philippines,TO,Total merchandise,2020,63767
Export,174,COM,Comoros,TO,Total merchandise,2020,21
Export,400,JOR,Jordan,TO,Total merchandise,2020,7943
Export,430,LBR,Liberia,TO,Total merchandise,2020,608
Export,977,,South Asian Association for Regional Cooperation (SAARC),TO,Total merchandise,2020,344441
Export,586,PAK,Pakistan,TO,Total merchandise,2020,21961
Export,764,THA,Thailand,TO,Total merchandise,2020,231468
