IndicatorCategory,IndicatorCode,Indicator,ReporterCode,ReporterISO3A,Reporter,PartnerCode,PartnerISO3A,Partner,ProductClassificationCode,ProductClassification,ProductCode,Product,PeriodCode,Period,FrequencyCode,Frequency,UnitCode,Unit,Year,ValueFlagCode,ValueFlag,Value
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,50,BGD,Bangladesh,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,157
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,862,VEN,"Venezuela, Bolivarian Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,34
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,12,DZA,Algeria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,21
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,60,BMU,Bermuda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,4
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,760,SYR,Syrian Arab Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,792,TUR,Turkey,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,26344
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,705,SVN,Slovenia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,8380
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,710,ZAF,South Africa,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9265
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,756,CHE,Switzerland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5378
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,840,USA,United States of America,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,136265
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,702,SGP,Singapore,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,10403
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,398,KAZ,Kazakhstan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,581
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,328,GUY,Guyana,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,4
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,398,KAZ,Kazakhstan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,794
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,328,GUY,Guyana,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,378
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,558,NIC,Nicaragua,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,8
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,558,NIC,Nicaragua,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,0,,World,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2185122
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,0,,World,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1835839
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,860,UZB,Uzbekistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,193
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,860,UZB,Uzbekistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,225
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,918,EEC,European Union,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,950842
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,308,GRD,Grenada,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,392,JPN,Japan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,188412
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,800,UGA,Uganda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,58
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,578,NOR,Norway,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,2256
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,586,PAK,Pakistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,232
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,480,MUS,Mauritius,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,13
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,504,MAR,Morocco,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4633
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,756,CHE,Switzerland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,6239
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,600,PRY,Paraguay,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,14
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,566,NGA,Nigeria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,2347
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,422,LBN,Lebanese Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,62
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,392,JPN,Japan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,153697
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,454,MWI,Malawi,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,458,MYS,Malaysia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,5070
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,562,NER,Niger,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,6
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,642,ROM,Romania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,16232
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,458,MYS,Malaysia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4741
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,634,QAT,Qatar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,977
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,470,MLT,Malta,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,211
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,320,GTM,Guatemala,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,48
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,352,ISL,Iceland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,247
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,428,LVA,Latvia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,998
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,528,NLD,Netherlands,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,38926
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,586,PAK,Pakistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,76
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,800,UGA,Uganda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,58
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,528,NLD,Netherlands,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,34617
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,620,PRT,Portugal,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,11443
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,686,SEN,Senegal,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,52
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,562,NER,Niger,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,36
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,705,SVN,Slovenia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,9588
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,308,GRD,Grenada,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,703,SVK,Slovak Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,31384
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,288,GHA,Ghana,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,6
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,704,VNM,Viet Nam,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4977
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,768,TGO,Togo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,87
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,784,ARE,United Arab Emirates,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,13550
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,662,LCA,Saint Lucia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,3
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,524,NPL,Nepal,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,3
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,516,NAM,Namibia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,327
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,678,STP,Sao TomÈ and Principe,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,620,PRT,Portugal,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9495
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,288,GHA,Ghana,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,8
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,250,FRA,France,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,118885
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,893,MNE,Montenegro,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,18
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,690,SYC,Seychelles,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,8
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,784,ARE,United Arab Emirates,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,18078
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,768,TGO,Togo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,71
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,356,IND,India,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,20577
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,446,MAC,"Macao, China",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,2
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,533,ABW,"Aruba, the Netherlands with respect to",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,478,MRT,Mauritania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,270,GMB,The Gambia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,356,IND,India,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,27238
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,417,KGZ,Kyrgyz Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,53
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,616,POL,Poland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,37759
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,450,MDG,Madagascar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,300,GRC,Greece,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,681
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,450,MDG,Madagascar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,10
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,498,MDA,"Moldova, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,30
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,268,GEO,Georgia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,820
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,470,MLT,Malta,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,162
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,600,PRY,Paraguay,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,24
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,716,ZWE,Zimbabwe,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,27
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,400,JOR,Jordan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,190
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,404,KEN,Kenya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,98
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,404,KEN,Kenya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,56
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,246,FIN,Finland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,8298
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,340,HND,Honduras,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,9
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,446,MAC,"Macao, China",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,10
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,417,KGZ,Kyrgyz Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,65
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,498,MDA,"Moldova, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,27
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,300,GRC,Greece,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,567
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,604,PER,Peru,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,74
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,372,IRL,Ireland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,4478
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,426,LSO,Lesotho,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,5
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,376,ISR,Israel,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,2444
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,400,JOR,Jordan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,417
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,442,LUX,Luxembourg,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1467
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,682,SAU,"Saudi Arabia, Kingdom of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,109
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,414,KWT,"Kuwait, the State of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,1156
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,554,NZL,New Zealand,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,470
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,418,LAO,Lao People's Democratic Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,11
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,670,VCT,Saint Vincent and the Grenadines,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,352,ISL,Iceland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,28
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,364,IRN,Iran,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,105
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,428,LVA,Latvia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,900
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,710,ZAF,South Africa,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,12661
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,776,TON,Tonga,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,0
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,882,WSM,Samoa,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,0
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,418,LAO,Lao People's Democratic Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,40
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,662,LCA,Saint Lucia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,E,Estimate,1
Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group - annual,608,PHL,Philippines,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTTE,Transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,2590
